EmployeeID,Gender,Age,Dept,JobTitle,Tenure,YearsInCurrentRole,YearsSinceLastPromotion,Education,Location,Country,Salary,LastRating,ManagerID,Attrition,PerformanceText,CompaRatio,HireSource,HireDate,InterviewScore,InterviewScore_Technical,InterviewScore_Cultural,InterviewScore_Curiosity,AssessmentScore,PriorExperienceYears,JobLevel,PromotionCount,LastPromotionDate,ManagerChangeCount,Age_Group,InterviewScore_Communication,InterviewScore_Leadership,eNPS_Score,Pulse_Score,ManagerSatisfaction,WorkLifeBalance,CareerGrowthSatisfaction,Onboarding_30d,Onboarding_60d,Onboarding_90d
EMP0069,Female,26,Engineering,Engineer,3.06,1.08,0.0,Bachelor,London,United Kingdom,86204,3.4,MGR012,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in cloud architecture.,0.92,JobBoard,2022-12-25,4.0,4.6,3.6,4.3,85.2,0.9,2,0,,4,20-29,4.0,2.5,10,4.8,3.2,1.2,4.0,,,
EMP0070,Male,32,Customer Success,CS Specialist,2.11,2.11,0.0,Bachelor,London,United Kingdom,99343,2.9,MGR043,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in onboarding.,1.06,Campus,2023-12-06,1.8,2.9,3.9,2.6,93.8,7.9,2,0,,1,30-39,2.5,4.1,1,2.3,4.4,4.1,4.6,,,
EMP0071,Male,55,Engineering,Engineer,3.87,3.21,0.0,Master,Tokyo,Japan,104652,3.1,MGR046,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in Python. Valuable institutional knowledge.,1.05,Campus,2022-03-04,3.6,4.2,3.0,5.0,98.8,29.1,2,0,,2,50-59,2.5,2.0,8,1.4,1.1,1.3,4.3,,,
EMP0072,Male,38,Engineering,Staff Engineer,6.03,2.64,1.5,Bachelor,Paris,France,134457,3.7,MGR024,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in system design.,1.1,Website,2020-01-06,4.1,4.7,4.2,2.6,76.8,10.0,4,2,2024-07-16,0,30-39,4.5,3.4,10,3.5,1.5,3.0,3.7,,,
EMP0073,Non-Binary,38,Engineering,Junior Engineer,0.1,0.05,0.0,Bachelor,Tokyo,Japan,73233,4.2,MGR015,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in API development. Adapting well to new role.,0.92,LinkedIn,2025-12-09,4.0,4.4,4.0,2.8,94.4,15.9,1,0,,2,30-39,2.0,2.5,1,2.8,2.8,1.9,4.5,4.1,,
EMP0074,Female,33,Sales,Account Executive,4.34,1.23,0.0,Master,Mumbai,India,54107,4.1,MGR007,1,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in negotiation. Adapting well to new role.,1.08,Internal,2021-09-13,4.4,2.4,2.2,2.8,42.8,6.7,2,0,,0,30-39,3.4,2.9,10,1.3,1.9,3.5,3.9,,,
EMP0075,Female,38,Customer Success,Senior CS Manager,8.3,0.47,3.9,Bachelor,Bangalore,India,65594,3.4,MGR030,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in onboarding.,0.94,Campus,2017-09-29,3.3,2.3,4.7,4.0,89.8,7.7,4,2,2022-02-21,0,30-39,2.1,4.1,7,2.3,2.7,2.7,4.1,,,
EMP0076,Female,51,Customer Success,CS Manager,2.77,2.77,2.8,Master,Vancouver,Canada,140471,3.6,MGR022,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in account management.,1.04,Internal,2023-04-09,2.8,4.7,2.0,2.1,76.2,26.2,3,1,2023-03-30,2,50-59,2.4,2.8,0,2.8,2.9,4.1,3.5,,,
EMP0077,Female,42,Sales,Sales Rep,6.73,0.76,0.0,PhD,Bangalore,India,42666,3.1,MGR049,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in client relations.,1.07,Campus,2019-04-25,3.5,3.0,3.5,4.6,69.6,13.3,1,0,,2,40-49,2.1,3.4,0,2.6,3.9,1.9,4.5,,,
EMP0078,Male,40,Customer Success,CS Manager,5.84,0.19,1.6,PhD,San Francisco,United States,159887,4.2,MGR036,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in customer retention.,1.07,Referral,2020-03-15,3.6,4.0,4.0,3.1,75.6,12.2,3,1,2024-06-09,1,40-49,3.5,2.4,8,3.5,4.5,2.5,3.9,,,
EMP0079,Male,35,Engineering,Junior Engineer,0.51,0.51,0.0,Bachelor,London,United Kingdom,73830,3.4,MGR026,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in Python.,0.98,Agency,2025-07-12,2.5,3.3,4.0,2.8,58.4,12.5,1,0,,1,30-39,3.8,2.7,2,2.8,3.3,4.6,4.0,,,
EMP0080,Female,47,Engineering,Engineer,5.06,0.62,0.0,Master,Toronto,Canada,105004,2.6,MGR001,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in cloud architecture.,0.93,Internal,2020-12-25,2.5,3.8,2.3,4.5,71.9,19.9,2,0,,3,40-49,3.7,3.7,3,1.7,4.9,4.8,1.9,,,
EMP0081,Male,34,Operations,Operations Associate,2.82,0.69,0.0,Bachelor,Singapore,Singapore,87983,3.3,MGR037,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in supply chain. Adapting well to new role.,0.98,Campus,2023-03-22,4.1,2.9,4.9,3.2,63.1,9.2,1,0,,3,30-39,4.9,3.4,1,1.7,2.0,4.3,4.4,,,
EMP0082,Female,28,Sales,Senior AE,6.11,0.24,1.3,Bachelor,Manchester,United Kingdom,106538,3.6,MGR024,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in negotiation. Adapting well to new role.,0.95,LinkedIn,2019-12-07,4.2,4.4,3.4,4.2,48.9,0.0,3,1,2024-09-27,4,20-29,3.4,3.6,2,1.5,3.4,5.0,3.4,,,
EMP0083,Male,37,Sales,Senior AE,8.26,0.54,0.7,Bachelor,Berlin,Germany,111752,3.5,MGR032,1,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in negotiation.,0.99,Referral,2017-10-14,3.8,4.2,4.7,3.4,66.6,6.7,3,1,2025-05-04,3,30-39,4.4,3.4,8,1.2,1.0,3.0,3.6,,,
EMP0084,Female,39,Engineering,Principal Engineer,2.12,0.53,2.1,Bachelor,Tokyo,Japan,144611,5.0,MGR010,0,Top talent. Delivers high-quality work ahead of schedule. Inspires others with their dedication and expertise. Strong in API development. Adapting well to new role.,0.9,Agency,2023-12-03,4.9,2.6,5.0,2.3,40.1,14.9,5,3,2023-12-10,2,30-39,4.2,4.5,0,1.3,1.0,1.5,4.7,,,
EMP0085,Female,39,Marketing,Marketing Coordinator,2.9,1.19,0.0,Master,São Paulo,Brazil,44888,3.4,MGR038,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in digital marketing.,1.0,Internal,2023-02-21,3.0,2.9,2.2,3.5,87.7,14.1,1,0,,3,30-39,2.4,4.1,7,2.2,1.9,2.2,2.1,,,
EMP0086,Male,41,Marketing,Marketing Specialist,3.11,0.2,2.5,Master,Tokyo,Japan,94520,3.6,MGR019,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in digital marketing. Adapting well to new role.,0.95,Website,2022-12-06,3.6,4.0,2.7,4.1,89.4,15.9,2,1,2023-07-17,3,40-49,2.4,4.3,1,2.6,1.6,3.6,4.5,,,
EMP0087,Male,28,Marketing,Marketing Manager,7.24,0.62,2.7,Bachelor,São Paulo,Brazil,61382,4.3,MGR050,1,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in content strategy.,0.91,Agency,2018-10-21,3.8,4.6,3.7,4.7,96.6,0.0,3,1,2023-05-05,2,20-29,4.7,3.1,2,1.4,3.7,2.9,3.0,,,
EMP0088,Female,39,Sales,Regional Director,6.37,1.51,0.1,Bachelor,São Paulo,Brazil,94698,3.6,MGR021,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in CRM expertise. Adapting well to new role.,1.05,Referral,2019-09-03,3.7,3.9,4.3,2.0,91.5,10.6,5,4,2025-12-09,4,30-39,3.2,4.5,1,1.8,3.6,2.9,2.9,,,
EMP0089,Male,42,Finance,Financial Analyst,5.2,0.95,0.0,Master,Austin,United States,103032,2.8,MGR021,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in budgeting.,1.03,Internal,2020-11-03,3.4,4.3,3.6,2.3,81.3,14.8,1,0,,4,40-49,3.1,3.0,5,3.8,4.8,3.7,1.1,,,
EMP0090,Female,32,Product,Group PM,7.39,1.11,3.9,Bachelor,Berlin,Germany,119218,4.6,MGR016,0,Star performer with outstanding technical and interpersonal skills. Proactive in identifying improvements. Key contributor to team success. Strong in stakeholder management.,0.91,Campus,2018-08-27,4.3,2.8,2.1,2.9,86.4,2.6,4,2,2022-02-21,1,30-39,2.7,3.9,10,3.7,3.2,4.1,4.5,,,
EMP0091,Male,40,Customer Success,CS Specialist,4.85,1.31,0.0,PhD,Tokyo,Japan,96058,3.4,MGR023,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in onboarding. Valuable institutional knowledge.,0.96,Website,2021-03-11,2.6,4.3,2.6,4.2,77.2,13.2,2,0,,0,40-49,3.9,4.3,2,1.6,4.2,3.7,3.5,,,
EMP0092,Female,33,Sales,Senior AE,5.83,0.89,1.1,Bachelor,San Francisco,United States,136818,4.4,MGR020,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in client relations. Adapting well to new role. Valuable institutional knowledge.,0.91,Internal,2020-03-19,5.0,2.8,4.4,3.4,72.8,5.2,3,1,2024-12-09,4,30-39,3.4,3.7,5,2.8,1.8,3.5,1.2,,,
EMP0093,Male,47,Marketing,Marketing Manager,2.8,0.86,0.4,Bachelor,London,United Kingdom,112460,3.9,MGR012,0,Consistent contributor who meets job requirements. Technical skills are adequate. Shows potential for development. Strong in digital marketing.,1.0,Campus,2023-03-30,3.8,4.7,4.8,4.9,71.3,22.2,3,2,2025-08-21,1,40-49,4.9,3.2,9,2.9,3.9,2.0,2.0,,,
EMP0094,Female,36,Customer Success,CS Specialist,1.09,1.09,0.0,Bachelor,Sydney,Australia,95882,2.5,MGR002,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in relationship building.,0.9,Referral,2024-12-13,2.8,4.7,2.5,5.0,97.3,12.9,2,0,,0,30-39,2.1,4.3,0,3.5,1.4,3.1,1.1,,,
EMP0095,Non-Binary,41,Engineering,Engineer,0.62,0.16,0.0,Master,Sydney,Australia,107819,4.4,MGR026,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in Python. Valuable institutional knowledge.,1.01,Internal,2025-06-02,4.3,4.6,2.8,4.9,74.9,18.4,2,0,,2,40-49,3.7,3.3,9,4.4,1.6,4.7,2.7,,,
EMP0096,Female,46,HR,HR Manager,5.43,0.35,0.9,Bachelor,Vancouver,Canada,158901,3.0,MGR048,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in policy development.,1.01,Agency,2020-08-12,2.6,4.5,3.0,4.1,86.3,18.6,4,3,2025-02-20,1,40-49,4.5,3.5,0,3.2,2.1,4.4,2.7,,,
EMP0097,Male,40,Engineering,Principal Engineer,2.88,2.88,2.6,Master,Paris,France,132331,2.6,MGR022,1,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in JavaScript.,0.95,Internal,2023-02-28,2.1,3.0,4.1,4.5,50.9,15.1,5,3,2023-06-10,2,40-49,5.0,3.2,7,4.0,3.2,3.9,1.6,,,
EMP0098,Male,36,Sales,Senior AE,1.5,1.5,1.4,Bachelor,Sydney,Australia,127037,3.9,MGR021,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in pipeline management.,1.0,Agency,2024-07-16,3.8,4.4,2.4,2.4,91.0,12.5,3,2,2024-08-22,0,30-39,2.8,4.4,8,2.4,2.3,3.2,4.9,,,
EMP0099,Female,29,Finance,Senior Analyst,7.25,2.74,0.0,Master,Austin,United States,124562,1.6,MGR049,0,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in forecasting.,1.0,Agency,2018-10-17,1.7,3.5,4.1,3.6,72.4,0.0,2,0,,4,20-29,3.5,4.2,5,1.5,4.8,1.1,3.9,,,
EMP0100,Male,31,Operations,Senior Ops Manager,4.77,4.77,0.0,Master,Toronto,Canada,162940,3.0,MGR003,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in process optimization.,1.03,Agency,2021-04-09,3.4,2.6,3.2,4.8,65.8,4.2,4,3,2026-01-14,3,30-39,3.2,2.2,10,2.4,1.3,4.4,2.3,,,
EMP0101,Female,39,Customer Success,CS Manager,4.69,0.49,4.7,High School,Manchester,United Kingdom,115476,3.2,MGR020,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in relationship building. Adapting well to new role.,1.03,Referral,2021-05-09,2.5,2.3,3.2,4.2,82.3,12.3,3,1,2021-05-05,0,30-39,2.6,3.6,6,2.1,1.8,2.1,2.9,,,
EMP0102,Female,36,Engineering,Junior Engineer,2.14,0.14,0.0,Bachelor,Tokyo,Japan,73209,3.4,MGR044,1,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in API development. Adapting well to new role.,0.92,Referral,2023-11-25,3.5,3.4,4.0,3.8,71.5,11.9,1,0,,2,30-39,3.8,4.6,0,1.5,2.8,2.8,3.4,,,
EMP0103,Female,33,Engineering,Senior Engineer,5.55,4.21,1.0,Master,Singapore,Singapore,139863,3.3,MGR049,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in API development. Adapting well to new role.,1.04,Referral,2020-06-29,3.3,4.2,3.0,4.7,45.1,5.5,3,1,2025-01-14,0,30-39,3.3,2.8,10,3.9,1.0,3.2,3.4,,,
EMP0104,Male,44,Customer Success,CS Manager,7.07,0.1,1.1,Bachelor,São Paulo,Brazil,71797,3.4,MGR043,1,Performance needs improvement in several areas. Technical skills require development. Recommended for coaching and training. Strong in renewal negotiation.,1.06,JobBoard,2018-12-22,3.3,4.5,4.4,4.5,96.0,14.9,3,2,2024-12-09,4,40-49,4.4,3.2,5,4.0,4.0,2.0,3.1,,,
EMP0105,Female,36,Engineering,Engineer,5.03,3.1,2.4,Bachelor,Toronto,Canada,109540,3.7,MGR021,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in system design. Valuable institutional knowledge.,0.97,Website,2021-01-05,4.1,3.3,3.5,4.4,75.9,9.0,2,1,2023-08-22,4,30-39,2.9,3.5,10,3.0,4.7,2.6,1.4,,,
EMP0106,Male,40,Product,Senior PM,4.68,0.56,1.2,Bachelor,Munich,Germany,118946,4.1,MGR004,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in agile methodology.,1.06,LinkedIn,2021-05-12,4.4,4.5,2.6,4.4,87.2,13.3,3,1,2024-11-02,1,40-49,3.1,2.8,0,2.3,4.6,2.2,1.3,,,
EMP0107,Female,46,Marketing,Marketing Specialist,3.71,0.3,0.0,Bachelor,Melbourne,Australia,105439,3.3,MGR047,0,Performance gap identified in multiple areas. Needs to improve engagement and initiative. Technical training recommended. Strong in campaign management.,0.99,Referral,2022-05-01,3.3,3.6,4.4,2.9,72.5,20.3,2,0,,0,40-49,3.2,4.2,2,2.0,2.4,3.7,1.4,,,
EMP0108,Male,29,Engineering,Engineer,1.46,0.81,0.0,Master,São Paulo,Brazil,53635,4.5,MGR043,0,Top talent. Delivers high-quality work ahead of schedule. Inspires others with their dedication and expertise. Strong in system design.,0.95,Campus,2024-07-31,4.1,3.5,3.2,4.6,77.9,5.5,2,0,,4,20-29,4.1,3.5,6,1.6,3.8,3.2,1.8,,,
EMP0109,Male,35,Sales,Sales Rep,0.1,0.1,0.0,Master,Chicago,United States,105855,3.5,MGR043,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in closing deals.,1.06,LinkedIn,2025-12-09,3.1,3.5,3.0,4.4,67.1,12.9,1,0,,2,30-39,4.5,3.2,2,1.1,2.6,3.8,3.6,3.0,,
EMP0110,Male,34,Engineering,Senior Engineer,3.82,0.85,3.8,High School,Manchester,United Kingdom,120328,3.8,MGR013,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in cloud architecture.,1.07,Agency,2022-03-22,3.8,4.1,3.1,3.1,42.7,8.2,3,1,2022-03-29,2,30-39,4.8,3.1,1,3.6,2.9,4.2,1.0,,,
EMP0111,Female,29,Marketing,Marketing Manager,5.16,0.35,2.7,Bachelor,Tokyo,Japan,126767,4.1,MGR017,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in brand development.,1.06,JobBoard,2020-11-18,4.4,3.8,3.3,4.3,91.2,1.8,3,1,2023-05-05,4,20-29,3.9,2.5,9,2.7,3.9,1.1,2.5,,,
EMP0112,Male,28,Customer Success,Director of CS,6.63,0.85,2.4,Bachelor,São Paulo,Brazil,90127,2.8,MGR018,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in renewal negotiation.,1.0,Campus,2019-06-01,3.6,4.5,3.4,2.8,79.3,0.0,5,3,2023-08-22,1,20-29,4.0,4.4,3,2.8,4.9,4.8,4.1,,,
EMP0113,Male,31,Product,Product Manager,2.49,2.49,0.0,Master,Bangalore,India,49152,4.3,MGR025,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in agile methodology. Adapting well to new role.,0.98,Agency,2023-07-21,4.5,4.4,4.1,4.9,89.6,6.5,2,0,,3,30-39,3.0,4.2,9,1.0,2.9,4.6,3.3,,,
EMP0114,Female,34,Engineering,Senior Engineer,4.73,1.84,0.1,Master,Chicago,United States,144383,2.5,MGR014,1,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in system design.,0.96,Campus,2021-04-24,2.8,3.2,3.2,2.2,78.3,7.3,3,1,2025-12-09,2,30-39,3.3,4.1,10,3.3,3.3,4.7,4.5,,,
EMP0115,Male,47,Sales,Account Executive,6.2,0.91,0.0,Bachelor,London,United Kingdom,93640,3.4,MGR014,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in pipeline management. Valuable institutional knowledge.,1.0,Website,2019-11-04,4.0,3.5,4.1,4.1,78.9,18.8,2,0,,1,40-49,3.7,4.2,6,3.4,1.7,1.2,3.8,,,
EMP0116,Male,33,Sales,Senior AE,2.46,0.49,0.2,Master,San Francisco,United States,162306,3.9,MGR002,0,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in negotiation.,1.08,Referral,2023-08-01,4.0,2.3,3.8,4.6,93.0,8.5,3,1,2025-11-02,2,30-39,2.6,4.6,7,1.8,3.9,3.3,2.1,,,
EMP0117,Female,30,Marketing,Marketing Manager,3.73,2.87,0.7,Bachelor,Singapore,Singapore,138212,3.2,MGR012,0,Inconsistent performance requiring attention. Quality of work needs enhancement. Would benefit from clearer goal setting. Strong in digital marketing.,1.02,Agency,2022-04-24,2.8,3.4,2.8,2.3,50.0,4.3,3,1,2025-05-04,4,30-39,3.6,5.0,8,4.9,2.8,4.3,2.1,,,
EMP0118,Male,31,Marketing,Marketing Specialist,5.68,0.54,0.0,Master,Tokyo,Japan,109507,4.2,MGR038,1,Meets expectations with occasional exceeding. Shows good collaboration with team. Technical skills are developing well. Strong in brand development.,1.1,JobBoard,2020-05-12,5.0,5.0,3.2,4.1,56.9,3.3,2,0,,1,30-39,3.4,4.2,1,3.7,4.1,4.1,4.4,,,
EMP0119,Female,47,Engineering,Junior Engineer,2.72,0.67,0.0,Master,Sydney,Australia,85386,5.0,MGR038,0,Outstanding contributor with excellent problem-solving abilities. Shows initiative and drives innovation. Strong communication skills and mentorship qualities. Strong in code review.,1.0,Internal,2023-04-28,4.8,4.7,4.7,4.5,70.6,22.3,1,0,,4,40-49,3.7,3.5,5,1.9,3.2,4.4,2.5,,,
EMP0120,Male,24,Customer Success,CS Specialist,4.08,0.7,0.0,Bachelor,Berlin,Germany,87803,3.1,MGR008,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in customer retention.,0.94,LinkedIn,2021-12-17,3.5,4.2,3.7,3.0,99.3,0.0,2,0,,0,20-29,2.8,3.6,3,2.0,2.1,3.2,1.0,,,
EMP0121,Male,45,Finance,Senior Analyst,4.88,1.41,0.5,PhD,London,United Kingdom,90960,3.5,MGR045,0,Reliable employee with satisfactory performance. Good attention to detail. Positive attitude toward learning. Strong in compliance.,0.97,JobBoard,2021-02-28,3.0,3.5,3.3,3.8,100.0,18.1,2,1,2025-07-16,1,40-49,3.2,4.5,10,1.1,1.8,4.8,2.4,,,
EMP0122,Female,35,Sales,Sales Rep,3.77,2.1,0.0,Bachelor,Mumbai,India,36279,1.8,MGR001,0,Below expectations in key areas. Communication could be more effective. Close monitoring advised. Strong in CRM expertise.,0.91,LinkedIn,2022-04-09,2.7,2.6,4.8,4.1,76.6,9.2,1,0,,1,30-39,3.2,4.3,10,3.6,1.8,4.2,3.2,,,
EMP0123,Male,33,Finance,Financial Analyst,3.34,0.61,0.0,Master,Tokyo,Japan,85229,4.7,MGR011,0,Top talent. Delivers high-quality work ahead of schedule. Inspires others with their dedication and expertise. Strong in audit preparation.,1.07,Internal,2022-09-13,4.8,2.9,3.9,3.8,70.4,7.7,1,0,,1,30-39,4.7,3.0,3,3.7,3.2,2.2,2.4,,,
EMP0124,Male,26,Sales,Account Executive,0.94,0.9,0.0,Associate,Singapore,Singapore,107123,4.3,MGR008,0,Solid performer meeting expectations. Good technical foundation with room for growth. Reliable and consistent in delivery. Strong in CRM expertise.,0.95,Campus,2025-02-05,4.1,3.3,3.5,2.7,68.3,3.1,2,0,,1,20-29,4.7,3.9,7,3.3,4.6,4.8,4.3,,,
EMP0125,Male,43,Product,Senior PM,4.77,0.48,2.6,PhD,Chicago,United States,160683,4.5,MGR048,0,Exceptional performer who consistently exceeds expectations. Demonstrates strong leadership and technical skills. Highly collaborative team player. Strong in roadmap planning. Adapting well to new role.,1.07,Campus,2021-04-09,4.1,4.2,3.6,2.9,69.6,16.2,3,2,2023-06-10,1,40-49,2.4,4.2,8,1.7,1.5,3.8,3.2,,,
